         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        152.274         13.0843           28.01               0               0                1          20.7164
        431.332         14.5996         297.928               0               0                1           19.933
        485.708               0         317.469               0               0                1          13.2444
        243.919         33.1997         108.564               0               0                1          46.4169
        331.035         10.1576         2.74543               0               0                1          10.0515
        533.551         8.42371         453.063               0               0                1          36.2797
        327.134         11.4862         311.185               0               0                1          16.6017
        200.891          30.007         112.758               0               0                1          15.0208
        107.263         34.4918          61.704               0               0                1           12.667
         213.48         23.8865         87.1574               0               0                1          20.5886
        140.257         46.0075         67.9892               0               0                1          22.1757
        259.286         10.7787         242.321               0               0                1          13.6629
        465.545         15.1663         89.1756               0               0                1          12.5069
        240.542          16.565         159.783               0               0                1          22.0994
        128.309         75.5939         20.3783               0               0                1          15.2225
        234.225         17.1975          168.32               0               0                1           21.901
        368.416         12.6835         336.696               0               0                1          17.8914
        236.586         13.8881         219.286               0               0                1          26.2354
        169.973         16.6167         38.4335               0               0                1          16.6209
        106.912         49.7858          46.882               0               0                1          20.9026
         198.43         15.7197         165.028               0               0                1          25.2902
        823.832         10.3468         506.065               0               0                1          7.07865
        194.297         11.5504          92.431               0               0                1          10.6196
        391.637         13.6866         355.938               0               0                1          7.80961
        486.745         17.1683         244.902         221.095               0                1          11.2366
        417.885         18.9647         318.376               0               0                1          13.0588
        193.425         21.3803         167.339               0               0                1           18.325
        364.238          13.396          248.22               0               0                1          23.8632
        260.827         27.3634         228.405               0               0                1          9.18701
        202.066         19.8853         174.168               0               0                1           26.778
        181.185         18.4038         157.214               0               0                1          14.4722
         171.44         17.6098         117.009               0               0                1             21.1
        113.819         35.1438         19.5549               0               0                1            26.81
        422.011         8.02708         327.211               0               0                1          1.33963
         408.77          8.8377         353.961               0               0                1          4.58773
        334.984         13.6854         252.414               0               0                1          25.1048
         516.92         10.4987         450.252               0               0                1          26.6086
        107.759         36.7259         48.2165               0               0                1          24.2094
         273.91         24.9686         146.565               0               0                1          31.1025
        778.499         5.38884         225.149               0               0                1           14.269
          212.7         41.9191         134.475               0               0                1          13.6471
        525.584          8.8343         439.429               0               0                1          18.9797
        361.236         17.3764         26.3498               0               0                1          36.6248
        360.642         14.1795         82.2555               0               0                1          12.8849
        333.097         14.3346         306.164               0               0                1          6.21119
        188.643         69.8326          103.83               0               0                1          22.0868
        262.929         12.5388         193.212               0               0                1           8.9738
          379.4         12.9245         358.464               0               0                1           12.826
         416.31         16.5146         122.164               0               0                1          17.2562
        293.574         55.3541         233.677               0               0                1          16.6518
        212.236         31.4785         160.423               0               0                1          24.3228
        266.452         14.7465           84.66               0               0                1          10.2171
        558.656         20.8407         185.537         334.491               0                1          22.8754
        272.182         13.8652         68.9866               0               0                1          22.3356
        402.835          16.948         365.224               0               0                1          20.6351
        241.618         14.1118         223.787               0               0                1          23.3136
        668.073         7.21957         213.099         412.076               0                1          10.9424
        201.186         25.1773         140.007               0               0                1          16.4558
        211.974         15.3902         182.696               0               0                1          25.1275
        192.458         13.3838         132.762               0               0                1          19.1798
        158.037          54.858         68.9132               0               0                1          12.2878
        377.651         11.0754         11.9122               0               0                1          9.44074
        295.619         19.0665         257.744               0               0                1          22.1895
        152.704         49.1175         97.9649               0               0                1          4.38151
        352.666         13.6118         75.9307               0               0                1          11.5445
        171.044         24.5216         139.841               0               0                1          11.5508
        363.175         11.9922         317.264               0               0                1          11.0248
        331.071         10.2335         223.709               0               0                1          23.7187
        348.263         9.85818         28.7919               0               0                1          7.01416
        265.724         11.6413         207.381               0               0                1          28.7598
        554.068         13.5453         247.465               0               0                1          4.27595
        177.765         19.5634         130.537               0               0                1          31.4574
        637.656               0         384.387               0               0                1          25.1506
        147.403         25.8298         36.4419               0               0                1           15.319
        430.888         16.4307         398.905               0               0                1          15.8042
        356.906         31.0898         258.682               0               0                1          37.1849
        665.276         10.7367         84.2861               0               0                1          17.2333
        261.709         14.9504         225.205               0               0                1          14.1076
        150.385         26.5705         119.268               0               0                1          20.2638
        257.299         10.7508         235.964               0               0                1          11.1664
        425.365         13.3054         155.341               0               0                1          10.6806
        534.956         8.31159         276.988         187.665               0                1          11.8084
        290.328         36.1175         155.696               0               0                1          20.4969
        462.921         13.9753         279.168               0               0                1          25.3619
        298.847         13.9604         175.244               0               0                1           18.167
         188.49         28.5996         132.607               0               0                1          10.6278
        167.344         42.9716         67.1971               0               0                1          9.22473
        609.804         9.97409         181.658               0               0                1          7.37285
        147.229          45.126         80.4931               0               0                1          21.7637
        401.645         27.9318         365.424               0               0                1           9.1615
        129.352         43.9815         19.5074               0               0                1          13.3317
        149.217         32.0513         108.207               0               0                1          9.74823
